id,pre1Note,pre1F1Note,pre1F2Note,pre1F3Note,pre2Note,pre2F1Note,pre2F2Note,pre2F3Note,T1Q1Note,T1Q1F1Note,T1Q1F2Note,T1Q1F3Note,T1Q2Note,T1Q2F1Note,T1Q2F2Note,T1Q2F3Note,T1Q3Note,T1Q3F1Note,T1Q3F2Note,T1Q3F3Note,T2Q1Note,T2Q1F1Note,T2Q1F2Note,T2Q1F3Note,T2Q2Note,T2Q2F1Note,T2Q2F2Note,T2Q2F3Note,T2Q3Note,T2Q3F1Note,T2Q3F2Note,T2Q3F3Note,post1Note,post1F1Note,post1F2Note,post1F3Note
195746978,"info-high,s-neu","info-high,s-neu","info-high,s-neu","info-low,repeat-followup,s-neu","info-med,s-neu","info-low,s-neu","info-none,repeat-followup,s-neu","info-high,s-neu","info-med,t-imp,s-pos","info-med,s-neu","info-med,t-act,s-neu","info-none,repeat-followup,s-neu","info-high,i-unwanted-sign-up,s-neu","info-none,repeat-followup,s-neg","info-med,t-prop,s-neu","info-low,repeat-followup,s-neu","info-low,t-imp,s-pos","info-low,s-neu","info-low,s-pos","info-none,repeat-followup,s-neu","info-high,i-unexpected-fees,t-imp,s-pos","info-low,repeat-followup,s-pos","info-low,s-neu","info-med,s-pos","info-med,s-neu","info-high,i-unexpected-fees,t-imp,s-neg","info-low,s-neu","info-none,repeat-followup,s-neu","info-high,i-unwanted-marketing-consent,s-neg","info-med,s-neu","info-med,s-neu","info-med,s-neu","info-none,s-neu","info-none,question-none","info-none,question-none","info-none,question-none"
195746902,"info-high,s-neu","info-high,s-neu","info-high,s-neu","info-med,s-neu","info-high,s-neu","info-low,s-neu","info-low,repeat-followup,s-neu","info-high,s-neu","info-med,t-act,s-neu","info-high,t-imp,i-no-shipping-on-product-page,s-neu","info-med,s-neu","info-low,t-know,s-neu","info-none,s-pos","info-med,t-imp,t-obs,s-pos","info-low,repeat-followup,s-neu","info-low,repeat-followup,s-neu","info-none,s-neu","info-med,ti-unresponsive/unclickable,t-act,s-neg","info-med,s-neu","info-low,s-neu","info-low,s-neu","info-high,i-unexpected-fees,t-imp,s-neg","info-none,repeat-followup,s-neu","info-low,s-neg","info-none,s-neu","info-med,t-imp,s-pos","info-low,t-know,s-neu","info-none,repeat-followup,s-neu","info-none,repeat-cross,s-neu","info-none,repeat-followup,s-neu","info-none,repeat-followup,s-neu","info-none,repeat-followup,s-neu","info-none,s-neu","info-none,question-none","info-none,question-none","info-none,question-none"
195745933,"info-high,s-neu","info-high,s-neu","info-low,repeat-followup,s-neu","info-none,repeat-followup,s-neu","info-high,s-neu","info-high,s-neu","info-high,repeat-followup,s-neu","info-high,s-neu","info-high,i-unwanted-sign-up,t-act,t-imp,s-neg","info-high,t-prop,t-imp,s-neg","info-none,repeat-followup,s-neg","info-none,repeat-followup,s-neg","info-high,i-cart-notification-missing,s-neg","info-high,t-prop,s-neu","info-none,repeat-followup,s-neu","info-low,repeat-followup,s-neu","info-high,i-buy-button-wrong-label,repeat-cross,t-imp,t-obs,s-neg","info-med,t-exp,s-neu","info-none,repeat-followup,s-neg","info-med,s-neu","info-high,i-unexpected-fees,t-imp,s-neu","info-low,repeat-followup,t-prop,s-neg","info-low,t-imp,s-neg","info-none,repeat-followup,s-neu","info-high,i-missing-checkout-link-in-popup,t-act,t-exp,s-neg","info-low,t-imp,s-neg","info-none,repeat-followup,s-neu","info-none,question-none","info-none,repeat-cross,s-neu","info-none,question-none","info-none,question-none","info-none,question-none","info-med,s-neu","info-med,s-neu","info-none,question-skip","info-none,question-none"
195745084,"info-high,s-neu","info-high,s-neu","info-high,s-neu","info-low,s-neu","info-high,s-neu","info-high,s-neu","info-med,repeat-followup,s-neu","info-med,s-neu","info-low,t-imp,s-pos","info-none,repeat-followup,s-neu","info-low,t-act,s-neu","info-low,s-neu,content-unrelated","info-none,s-pos","info-low,t-obs,s-neu","info-none,repeat-followup,s-neu","info-none,s-neu,content-unrelated","info-none,s-pos","info-none,repeat-cross,s-pos","info-none,repeat-followup,s-pos","info-low,s-pos","info-low,t-imp,s-pos","info-low,t-imp,s-pos","info-none,s-neu","info-none,s-pos","info-none,s-neu","info-med,t-know,s-neu","info-low,repeat-followup,s-neu","info-med,s-neu","info-low,t-imp,s-pos","info-low,s-neu","info-none,repeat-followup,s-pos","info-low,repeat-followup,t-know,s-neu","info-none,s-neu","info-none,question-none","info-none,question-none","info-none,question-none"
195546856,"info-high,s-neu","info-high,s-neu","info-high,s-neu","info-low,s-neu","info-high,s-neu","info-high,s-neu","info-med,s-neu","info-med,s-neu","info-high,i-search-problems,s-neg","info-med,t-obs,t-act,s-neg","info-med,t-prop,s-neu","info-low,repeat-followup,s-neg","info-high,i-unwanted-sign-up,t-imp,s-neg","info-med,t-prop,s-neu","info-none,repeat-followup,s-neg","info-med,s-neg","info-none,repeat-cross,s-neu","info-none,repeat-followup,s-neu","info-none,repeat-followup,s-neu","info-none,question-none","info-high,i-unexpected-fees,t-imp,s-neg","info-med,t-act,s-neu","info-none,repeat-followup,s-neu","info-med,t-act,t-exp,s-neg","info-none,s-neu","info-none,s-neu","info-none,question-none","info-none,question-none","info-high,i-intrusive-popups-overall,repeat-cross,s-neu","info-none,repeat-cross,s-neu","info-none,repeat-followup,s-neu","info-med,s-neu","info-high,ti-repetetive-ai","info-none,repeat-followup,s-neu","info-med,s-neu","info-none,question-none"
194648979,"info-high,s-neu","info-high,s-neu","info-med,s-neu","info-none,repeat-followup,s-neu","info-high,s-neu","info-high,s-neu","info-high,s-neu","info-med,s-neu","info-high,i-cart-notification-missing,i-buy-button-wrong-label,t-act,t-exp,t-prop,s-neg","info-none,repeat-followup,s-neu","info-med,t-know,s-neg","info-low,repeat-followup,s-neg","info-none,repeat-cross,s-neu","info-none,repeat-followup,s-neu","info-med,t-know,s-neu","info-none,repeat-followup,s-neu","info-none,s-neu","info-low,t-imp,s-pos","info-low,t-imp,s-pos","info-low,t-obs,s-pos","info-high,i-unexpected-fees,i-missing-payment-methods,t-imp,s-neu","info-med,t-imp,s-neg","info-med,t-prop,s-neu","info-med,t-know,repeat-followup,t-imp,s-neg","info-none,s-neu","info-med,t-imp,s-pos","info-med,t-obs,s-pos","info-low,s-neu","info-none,s-neu","info-none,repeat-cross,s-pos","info-none,question-skip","info-none,question-none","info-high,ti-repetetive-ai","info-med,s-neu","info-none,s-neu","info-none,question-none"
194657257,"info-high,s-neu","info-high,s-neu","info-med,repeat-followup,s-neu","info-none,repeat-followup,s-neu","info-med,s-neu","info-med,s-neu","info-med,s-neu","info-low,repeat-followup,s-neu","info-med,ti-unresponsive/unclickable,t-act,s-neg","info-none,repeat-followup,s-neg","info-none,repeat-followup,s-neg","info-low,repeat-followup,s-neg","info-none,repeat-cross,s-neg","info-med,i-search-problems,t-act,repeat-followup,s-neg","info-none,repeat-cross,s-neg","info-none,repeat-followup,s-neg","info-none,repeat-cross,s-neg","info-none,repeat-followup,s-neg","info-none,repeat-followup,s-neg","info-none,repeat-cross,s-neg","info-none,repeat-cross,s-neu","info-none,repeat-followup,s-neg","info-none,repeat-followup,s-neg","info-none,question-none","info-none,repeat-cross,s-neg","info-none,repeat-followup,s-neg","info-none,repeat-followup,s-neg","info-none,repeat-followup,s-neg","info-none,repeat-cross,s-neg","info-none,repeat-followup,s-neg","info-none,repeat-followup,s-neg","info-none,repeat-followup,s-neg","info-none,s-neu","info-none,question-none","info-none,question-none","info-none,question-none"
194657230,"info-high,s-neu","info-med,s-neu","info-low,s-neu","info-none,repeat-followup,s-neu","info-med,s-neu","info-med,repeat-followup,s-neu","info-high,s-neu","info-med,s-neu","info-med,t-imp,s-pos","info-med,t-obs,s-pos","info-low,t-obs,s-pos","info-low,t-imp,t-act,s-pos","info-high,i-unwanted-sign-up,s-neg","info-none,repeat-followup,s-neu","info-low,t-imp,s-pos,content-unrelated","info-low,repeat-followup,s-neu","info-none,s-neu","info-low,t-imp,t-obs,s-pos","info-low,t-obs,s-pos","info-none,repeat-followup,s-neu","info-med,t-imp,s-pos","info-low,t-obs,s-pos","info-low,t-obs,s-pos","info-low,s-neu","info-med,s-neu","info-none,repeat-followup,s-neu","info-low,s-neu","info-low,s-neu","info-low,t-imp,s-pos","info-low,s-neu","info-none,repeat-followup,s-neu","info-none,content-unrelated,s-neu","info-med,s-neu","info-none,question-none","info-none,question-none","info-none,question-none"
194655919,"info-high,s-neu","info-high,s-neu","info-high,s-neu","info-med,s-neu","info-high,s-neu","info-none,repeat-followup,s-neu","info-high,s-neu","info-med,s-neu","info-high,i-unwanted-sign-up,t-act,t-imp,s-neg","info-med,s-neg","info-low,repeat-followup,s-neg","info-med,s-neg","info-none,t-imp,s-pos","info-low,t-know,s-neu","info-none,repeat-followup,s-neu","info-med,repeat-followup,s-neu","info-none,repeat-cross,s-neu","info-none,repeat-cross,s-neu","info-none,repeat-followup,s-neg","info-low,repeat-followup,t-prop,s-neg","info-med,t-imp,s-pos","info-med,t-know,s-pos","info-med,t-know,s-neu","info-none,repeat-followup,s-neu","info-high,i-intrusive-popups-overall,s-neu","info-high,t-imp,s-neg","info-low,repeat-followup,s-neu","info-med,t-prop,s-neg","info-none,s-neu","info-none,question-none","info-none,question-none","info-none,question-none","info-none,s-neu","info-none,question-none","info-none,question-none","info-none,question-none"
194643043,"info-high,s-neu","info-high,s-neu","info-high,s-neu","info-med,s-neu","info-high,s-neu","info-high,s-neu","info-high,s-neu","info-high,s-neu","info-high,i-unwanted-sign-up,t-act,t-know,s-neu","info-low,t-exp,content-unrelated,s-neu","info-none,repeat-followup,content-unrelated,s-neu","info-low,t-imp,s-neu","info-none,s-neu","info-med,t-act,t-imp,s-pos","info-med,t-obs,t-imp,s-pos","info-low,repeat-followup,s-pos","info-none,s-neu","info-none,s-neu","info-low,t-know,s-neu","info-low,repeat-followup,s-neu","info-high,i-unexpected-fees,t-act,t-imp,s-neg","info-med,repeat-followup,t-obs,s-neg","info-none,repeat-followup,s-neu","info-med,t-obs,s-neg","info-none,s-neu","info-med,t-imp,s-pos","info-low,t-obs,s-pos","info-none,repeat-followup,s-pos","info-none,s-neu","info-none,repeat-cross,s-neu","info-low,repeat-followup,t-imp,s-neu","info-med,s-neu","info-none,s-neu","info-none,question-none","info-none,question-none","info-none,question-none"
194640547,"info-high,s-neu","info-high,s-neu","info-high,s-neu","info-high,s-neu","info-high,s-neu","info-high,s-neu","info-high,s-neu","info-high,s-neu","info-high,i-search-problems,t-imp,t-exp,t-act,s-neu","info-med,t-prop,s-neg","info-none,repeat-followup,s-neu","info-med,t-prop,s-neu","info-low,repeat-cross,s-neg","info-none,repeat-cross,s-neg","info-none,repeat-followup,s-neg","info-low,s-neu","info-none,s-neu","info-med,s-pos","info-none,repeat-followup,s-pos","info-none,t-imp,repeat-followup,s-pos","info-med,t-know,t-imp,s-pos","info-med,t-obs,s-pos","info-low,t-obs,s-neu","info-none,repeat-followup,s-neu","info-none,s-neu","info-none,repeat-cross,s-neu","info-none,repeat-followup,s-neu","info-low,s-neu","info-none,s-neu","info-med,t-obs,s-pos","info-none,repeat-cross,s-pos","info-low,s-pos","info-none,s-neu","info-none,question-none","info-none,question-none","info-none,question-none"
194639922,"info-high,s-neu","info-high,s-neu","info-med,s-neu","info-low,repeat-followup,s-neu","info-med,s-neu","info-none,s-neu","info-med,s-neu","info-low,repeat-followup,s-neu","info-low,t-imp,s-pos","info-low,t-imp,s-pos","info-none,s-pos","info-low,t-obs,s-pos","info-none,s-neu","info-none,repeat-cross,s-neu","info-none,s-neu","info-none,repeat-cross,s-neu","info-none,s-neu","info-none,repeat-cross,s-neu","info-none,repeat-cross,s-neu","info-none,repeat-followup,s-neu","info-low,t-imp,s-pos","info-none,s-neu","info-none,s-neu","info-none,s-neu","info-none,s-neu","info-none,s-neu","info-none,repeat-cross,s-pos","info-none,repeat-cross,s-pos","info-none,s-neu","info-none,s-neu","info-none,question-none","info-none,question-none","info-none,s-neu","info-none,question-none","info-none,question-none","info-none,question-none"
194639734,"info-high,s-neu","info-high,s-neu","info-med,s-neu","info-med,s-neu","info-high,s-neu","info-high,s-neu","info-med,s-neu","info-none,repeat-followup,s-neu","info-med,t-act,s-neu","info-high,i-cart-notification-missing,t-imp,s-neg","info-med,ti-unresponsive/unclickable,t-imp,s-neg","info-high,i-unwanted-sign-up,t-act,t-exp,s-neg","info-none,repeat-cross,s-neu","info-low,t-imp,s-neg","info-none,repeat-cross,s-neg","info-none,repeat-followup,s-neg","info-none,repeat-cross,s-neu","info-none,repeat-followup,s-neg","info-none,repeat-followup,s-neg","info-none,question-none","info-low,t-imp,s-pos","info-low,repeat-followup,s-pos","info-none,repeat-followup,s-pos","info-none,s-neu","info-none,s-neu","info-none,repeat-cross,s-pos","info-med,t-obs,t-imp,s-pos","info-none,repeat-followup,s-pos","info-none,s-neu","info-none,repeat-cross,s-pos","info-none,repeat-cross,s-pos","info-low,repeat-followup,s-neu","info-none,s-neu","info-med,s-neu","info-none,repeat-followup,s-neu","info-med,s-neu"
194639644,"info-high,s-neu","info-high,s-neu","info-low,repeat-followup,s-neu","info-med,s-neu","info-med,s-neu","info-med,s-neu","info-low,s-neu","info-med,s-neu","info-med,t-imp,s-neg","info-high,i-unwanted-sign-up,t-act,s-neg","info-low,repeat-followup,s-neg","info-med,s-neg","info-med,ti-unresponsive/unclickable,s-neg","info-none,question-skip","info-none,question-none","info-none,question-none","info-high,i-bad-website-overall,t-imp,s-neg","info-none,repeat-followup,s-neg","info-none,question-skip","info-none,question-none","info-high,i-unexpected-fees,t-imp,s-neg","info-none,repeat-followup,s-neg","info-none,question-skip","info-none,question-none","info-none,s-neu","info-none,question-skip","info-none,question-none","info-none,question-none","info-none,s-neu","info-none,question-skip","info-none,question-none","info-none,question-none","info-none,s-neu","info-none,question-none","info-none,question-none","info-none,question-none"
